2020-09-24T02:43:37.344 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T02:50:07.350 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T02:56:37.369 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
} SSG_RESPONSE_BODY={"EspServiceResponse":{"espResponseHeader":{"espGuid":"8229a069-2924-4e77-90b6-8e8a32f23f6f","statusCD":"OK","exceptionID":"","appExceptionID":"","exceptionMessage":"","warningMessage":"","errMessage":"","languageCD":""},"espResponsePayload":{"header":{},"body":{"authenticateReturn":{"AuthenticationResponse":{"data":{"AuthenticationResponseData":{"applicationId":"942","directoryAccountName":"","directorySession":"","personId":"","tokens":[{"EspToken":{"errorMessage":"","token":"0002%UAT%lHgip0Exc1a0tH/ZUH1GFYClslpr84ipxeYEpp6xsziAS2pLQX+CNHrblHE1To1tt2+/Awp8zVwkHEA3/+JUONheo6NH9gg60LgSzPfVMTm4B0m3kCsA+7rW/iYzFCYJZQ3UUWCoeXv+TCNXuGeMBhDkDwb7jCT8tFSsCnYb3udmm3sicyKyTUnPStxDBSf6GFX8QxXWccIZhEpYbvnJBoDvzrqmzf1VNUfkxMrSc1zON+0EnC4XphpY7/qdPOfngDnVpuLc98L8ZR1rq0pCogYij//leTM8yKkORGPXzb6zObIlDZEEWNmNs69DpZtsQ74w6OIBrGlx+iX+SVq6Xdd0L047ZOhd8Fn0Hp2LjcFnAAmaUHBLHj1pJfPKftPcq1AQXP/C06rnW5rQwjhfmPhNxx4hulxWkBV/cO9DWLh+i6qtji0UU78gt8QHlVzPcQelrxEnEYq6UkB4kEeX32mGtbf8jeIdn9ThCDVi1vwwsXC5iCbEi4MTgq/TjtUhanTztad6U2gV7GoEapw61LahX3KDswM1F4l9XMpWOUfYh922uouGOiHXJZ4Z9avX6g5I6ux87Za/od+6L4Oscb8ui63wyWokMHSpspQEYZFp3XSK2i64Oat09oQ32AveiQtpsclhotnq+yggEtoPQPZI8aPzR+guO6II2SXxO2G974VfT+Q7KHaIeiBjpLUaObkg8FNxqRzTugiFPT5KPQtOR+4zY3ngX3DxbOEaGJLST0uY5CAt8KW4c1c8c+2KR8oozNnyvkTEdOH5Z7LYhYdG0fXaLbTMLoxrSwEWekH0WYtDEwVaZgqFdebYLrLQpZj+dXUjKu/7PpkjfVws0A==","tokenType":"APPLICATION","valid":"false"}}]}},"header":{"AuthenticationResponseHeader":{"authenticated":"true","errorCode":"","errorMessage":""}}}}}}}}
} SSG_RESPONSE_BODY={"EspServiceResponse":{"espResponseHeader":{"espGuid":"aa512515-8ed2-4541-877b-4720e4f97995","statusCD":"OK","exceptionID":"","appExceptionID":"","exceptionMessage":"","warningMessage":"","errMessage":"","languageCD":""},"espResponsePayload":{"header":{},"body":{"authenticateReturn":{"AuthenticationResponse":{"data":{"AuthenticationResponseData":{"applicationId":"942","directoryAccountName":"","directorySession":"","personId":"","tokens":[{"EspToken":{"errorMessage":"","token":"0002%UAT%lHgip0Exc1a0tH/ZUH1GFYClslpr84ipxeYEpp6xsziAS2pLQX+CNHrblHE1To1tt2+/Awp8zVwkHEA3/+JUONheo6NH9gg60LgSzPfVMTm4B0m3kCsA+7rW/iYzFCYJZQ3UUWCoeXv+TCNXuGeMBhDkDwb7jCT8tFSsCnYb3udmm3sicyKyTUnPStxDBSf6GFX8QxXWccIZhEpYbvnJBoDvzrqmzf1VNUfkxMrSc1zON+0EnC4XphpY7/qdPOfngDnVpuLc98L8ZR1rq0pCogYij//leTM8yKkORGPXzb6zObIlDZEEWNmNs69DpZtsQ74w6OIBrGlx+iX+SVq6Xdd0L047ZOhd8Fn0Hp2LjcFnAAmaUHBLHj1pJfPKftPcq1AQXP/C06rnW5rQwjhfmPhNxx4hulxWkBV/cO9DWLh+i6qtji0UU78gt8QHlVzPcQelrxEnEYq6UkB4kEeX32mGtbf8jeIdn9ThCDVi1vwwsXC5iCbEi4MTgq/TjtUhanTztad6U2gV7GoEapw61LahX3KDswM1F4l9XMpWOUfYh922uouGOiHXJZ4Z9avX4CzsulCIuMgPFDFZw8n5QDZKKc2c7Jb3UEKG5JmDEaPHrCu0IqL64LWY5mmMIAwAOP0m7lXgQxf4PeIMms+BP8jVxQJQg2YRV0Im4uknIrcpr5KVgYkh9PWl3e1u5WgqUrvno6uSqTou9cSU0gJuJa3azorSajOPao+Ew380L1HKMT/hm5q0OijXCG4rpj+v6OoCCu3XydwPursAnmAFe5bdPD6I6oFVPp0S7LKeSeKsYuCrSq/FplUYlwXjQkb6DoPQ5n/OhDMt7V8Ua0Offw==","tokenType":"APPLICATION","valid":"false"}}]}},"header":{"AuthenticationResponseHeader":{"authenticated":"true","errorCode":"","errorMessage":""}}}}}}}}
2020-09-24T03:02:07.390 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:07:37.417 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:14:07.467 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:18:23.831 LEVEL=ERROR THREAD_ID=[RxComputationScheduler-1] CLASS=c.a.r.s.m.a.KafkaConsumerResourceMonitor TXN_ID= KAFKA_CONSUMER_HEART_BEAT_WARNING. Last heart beat was 4000.0ms ago
2020-09-24T03:20:35.707 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:26:05.708 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:32:35.707 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:39:05.710 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:45:35.739 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:52:05.791 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T03:57:35.789 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
} SSG_RESPONSE_BODY={"EspServiceResponse":{"espResponseHeader":{"espGuid":"bd3ba657-3389-4043-ad50-da897fc2cbac","statusCD":"OK","exceptionID":"","appExceptionID":"","exceptionMessage":"","warningMessage":"","errMessage":"","languageCD":""},"espResponsePayload":{"header":{},"body":{"authenticateReturn":{"AuthenticationResponse":{"data":{"AuthenticationResponseData":{"applicationId":"942","directoryAccountName":"","directorySession":"","personId":"","tokens":[{"EspToken":{"errorMessage":"","token":"0002%UAT%lHgip0Exc1a0tH/ZUH1GFYClslpr84ipxeYEpp6xsziAS2pLQX+CNHrblHE1To1tt2+/Awp8zVwkHEA3/+JUONheo6NH9gg60LgSzPfVMTm4B0m3kCsA+7rW/iYzFCYJZQ3UUWCoeXv+TCNXuGeMBhDkDwb7jCT8tFSsCnYb3udmm3sicyKyTUnPStxDBSf6GFX8QxXWccIZhEpYbvnJBoDvzrqmzf1VNUfkxMrSc1zON+0EnC4XphpY7/qdPOfngDnVpuLc98L8ZR1rq0pCogYij//leTM8yKkORGPXzb6zObIlDZEEWNmNs69DpZtsQ74w6OIBrGlx+iX+SVq6Xdd0L047ZOhd8Fn0Hp2LjcFnAAmaUHBLHj1pJfPKftPcq1AQXP/C06rnW5rQwjhfmPhNxx4hulxWkBV/cO9DWLh+i6qtji0UU78gt8QHlVzPcQelrxEnEYq6UkB4kEeX32mGtbf8jeIdn9ThCDVi1vwwsXC5iCbEi4MTgq/TjtUhanTztad6U2gV7GoEapw61LahX3KDswM1F4l9XMpWOUfYh922uouGOiHXJZ4Z9avXBqjl5Nr+B8XhLMcPQ3T2xbVemaF81I7IS8uOaWLpzzcl/Z+i9A3swfmlF9rpqcY5d56L1Z0lJSb0ATqWzYMchwdA09AM5eBGe7si96CSNueJm7S/iw1DDm9N9m+ejXyJMOg4mlbijmlZqOvUw5O1bFYLcz7rFC2jJwyhtBWZWl5ZUOTub0tzUSnLd4M14GpVED2ot4GioMxFVYWzDvhVlXeQB/q/d1MPIGz8vfu+sISjdrPm4NzZmOVXhC5KoWEPJReV4VMA3SFbB8tVDP1k0w==","tokenType":"APPLICATION","valid":"false"}}]}},"header":{"AuthenticationResponseHeader":{"authenticated":"true","errorCode":"","errorMessage":""}}}}}}}}
2020-09-24T04:03:05.797 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:08:35.808 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:15:05.819 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:20:35.856 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:26:05.891 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:32:35.940 LEVEL=ERROR THREAD_ID=[periodic-task-executor-1] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:38:05.957 LEVEL=ERROR THREAD_ID=[periodic-task-executor-0] CLASS=m.c.casserole.MiniClient TXN_ID= Unable to execute URL=/api/v2/wait-client-config, attempts=1
2020-09-24T04:43:38.679 LEVEL=WARN  THREAD_ID=[RxComputationScheduler-1] CLASS=c.c.c.c.e.AbstractGenericHandler TXN_ID= [/17.40.172.5:11207][KeyValueEndpoint]: Got error while consuming KeepAliveResponse.
2020-09-24T02:37:20.292 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-email-consumer
2020-09-24T02:37:20.337 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-audit-consumer
2020-09-24T02:37:20.353 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-count-consumer
2020-09-24T02:37:23.006 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-email-consumer
2020-09-24T02:37:24.015 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-audit-consumer
2020-09-24T02:37:24.107 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-count-consumer
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=heartbeat-rate, metricValue=0.3456343720089333, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=request-rate, metricValue=1.7286659353080018, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=response-rate, metricValue=1.7286659353080018, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=connection-count, metricValue=4.0, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=assigned-partitions, metricValue=6.0, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=last-heartbeat-seconds-ago, metricValue=1.0, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=heartbeat-rate, metricValue=0.34089553256404576, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=request-rate, metricValue=1.729026903658621, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=response-rate, metricValue=1.7289970088351747, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=connection-count, metricValue=4.0, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=assigned-partitions, metricValue=7.0, tag=client-id
2020-09-24T02:37:26.301 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=last-heartbeat-seconds-ago, metricValue=1.0, tag=client-id
2020-09-24T02:37:26.723 LEVEL=INFO  THREAD_ID=[couchBaseExecutor-56] CLASS=c.c.c.c.e.consumers.LoggingConsumer TXN_ID= {"17.40.172.8":{"BINARY":{"GetBucketConfigRequest":{"SUCCESS":{"metrics":{"percentiles":{"90.0":80},"min":79,"max":80,"count":1,"timeUnit":"MILLISECONDS"}}}}},"17.40.172.5":{"BINARY":{"GetBucketConfigRequest":{"SUCCESS":{"metrics":{"percentiles":{"90.0":83},"min":80,"max":83,"count":2,"timeUnit":"MILLISECONDS"}}}}},"17.40.172.6":{"BINARY":{"GetBucketConfigRequest":{"SUCCESS":{"metrics":{"percentiles":{"90.0":77},"min":77,"max":77,"count":1,"timeUnit":"MILLISECONDS"}}}}},"event":{"name":"NetworkLatencyMetrics","type":"METRIC"}}
2020-09-24T02:37:27.171 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-email-consumer
2020-09-24T02:37:27.939 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-audit-consumer
2020-09-24T02:37:29.538 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=heartbeat-rate, metricValue=0.3420284567676031, tag=client-id
2020-09-24T02:37:29.538 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=request-rate, metricValue=1.7454182770228153, tag=client-id
2020-09-24T02:37:29.538 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=response-rate, metricValue=1.7454182770228153, tag=client-id
2020-09-24T02:37:29.538 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=connection-count, metricValue=4.0, tag=client-id
2020-09-24T02:37:29.539 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=assigned-partitions, metricValue=7.0, tag=client-id
2020-09-24T02:37:29.539 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=last-heartbeat-seconds-ago, metricValue=1.0, tag=client-id
2020-09-24T02:37:29.976 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-count-consumer
2020-09-24T02:37:31.978 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-email-consumer
2020-09-24T02:37:32.644 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-audit-consumer
2020-09-24T02:37:33.068 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-count-consumer
2020-09-24T02:37:35.103 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-email-consumer
2020-09-24T02:37:35.622 LEVEL=INFO  THREAD_ID=[committer-thread-1] CLASS=c.a.r.s.f.q.k.c.InternalQueueConsumerRegistryImpl TXN_ID= Checking for commit mark for CONSUMER_ID=appointment-audit-consumer
2020-09-24T02:37:36.007 LEVEL=INFO  THREAD_ID=[appointment-email-consumer-poller] CLASS=o.a.k.clients.FetchSessionHandler TXN_ID= [Consumer clientId=appointment-email-consumer, groupId=appointment-email-consumer-group] Node 20 was unable to process the fetch request with (sessionId=2133560954, epoch=1925): INVALID_FETCH_SESSION_EPOCH.
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=heartbeat-rate, metricValue=0.33606385213190504, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=request-rate, metricValue=1.7215998403153772, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=response-rate, metricValue=1.7215998403153772, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=connection-count, metricValue=4.0, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=assigned-partitions, metricValue=6.0, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=last-heartbeat-seconds-ago, metricValue=2.0, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=heartbeat-rate, metricValue=0.336613153806318, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=request-rate, metricValue=1.7317170640735315, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=response-rate, metricValue=1.7317170640735315, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=connection-count, metricValue=4.0, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=assigned-partitions, metricValue=7.0, tag=client-id
2020-09-24T02:37:36.299 LEVEL=INFO  THREAD_ID=[metrics-collector-0] CLASS=c.a.r.s.f.q.m.LoggingMetricsEventListener TXN_ID= metricName=last-heartbeat-seconds-ago, metricValue=2.0, tag=client-id
